Comment,VADER Sentiment,TextBlob Sentiment,Pattern Sentiment
u government control the weather they created a drought,Positive,Neutral,Neutral
a if climate scientist haven't been warning this would happen for decades...,Positive,Neutral,Neutral
"cloud seeding, weather bomb (australia) h.a.a.r.p & geo engineering is causing so called climate change. by the 2at bill gate want to block out the sun because it's too hot laugh out loud",Negative,Positive,Positive
they sky is falling,Negative,Neutral,Neutral
the 1.5 billion mask in the ocean are a small price to pay to protect one from climate change.,Positive,Negative,Negative
my awd! tu status es! newsflash... the climate ha always been changing and will continue to. it wa changing eon before human arrived and will change for eon after we are gone.,Positive,Neutral,Neutral
trudeau ha the largest carbon footprint of any canadian. we should start by eliminating him!,Positive,Neutral,Neutral
"perhaps this study may not convey all the facts. likely, it’s possible but, no one is saying it is directly caused by humans. i can use the same word to skirt the issue a well.",Neutral,Positive,Positive
of course it is... warning face . billionaires.... fighting climate change one container ship from china at a time.. one bomb at a time. one blockbuster film at a time.,Negative,Neutral,Neutral
climate ha been changing for million of year before you were here.,Positive,Neutral,Neutral
stop manipulating the weather and it will correct itself,Negative,Neutral,Neutral
"fakenews drought isn't caused by climate. drought is caused by improper water management on the ground. what go up must come down, water evaporated and it come down a rain. the reason why those drought happen is because once the water come down it ha no place to be stored and it just flow away into the sea. or it get absorbed by farming heavy water usage crops. or it get sequestered by some dam upstream.",Positive,Negative,Negative
"if they want one steady climate they’ve got a lot of weather manipulation to harness. they can’t cry at every change. next, when it rains, they’ll say it’s flooding. mental",Negative,Positive,Positive
plastic money made via carbon tax will save us.,Positive,Neutral,Neutral
the u.n. never give up on over hoping natural activity and somehow pinning them on man. no honest science from these charlatans. maybe obama should build another mansion on a threatened coastline that he claimed would be under water by now.,Positive,Negative,Negative
polar recap aren’t constant. they come and go. i wouldn’t call it anarchy.,Neutral,Negative,Negative
are we gonna die? is there a 2012 tsunami coming?,Negative,Neutral,Neutral
don't mention the massive ice breaker canada russia use breaking ice that naturally wouldn't be broke for shipping it always climate change effect of ppl but never that special word natural variation our contribution to climate are so small that it can't be measured above or below natural variation... and what the radical climate alarming want to do would obviously be more devastating to mankind than what ever the climate throw at u that we can adapt to like wa always do . smiling face with smiling eyes,Positive,Negative,Negative
human are not in control…the planet ha always gone through climate cycle since time began & will carry on a usual no matter what human do…,Positive,Negative,Negative
i dont understand why i'm supposed to try to stop the ice from melting. if the cap melt and the earth adjusts it temperature. what am i trying to prevent? do i need more or le clothes i don't get it.,Negative,Positive,Positive
