Comment,sentiment
the only people who will suffer are those living on the coast or small islands. nothing can be done because the people in charge won’t change.,Negative
grinding quitting face rolling on the floor laughing face with tears of joy cat with tears of joy grinding quitting face rolling on the floor laughing face with tears of joy cat with tears of joy grinding quitting face rolling on the floor laughing face with tears of joy cat with tears of joy grinding quitting face rolling on the floor laughing face with tears of joy cat with tears of joy grinding quitting face rolling on the floor laughing face with tears of joy cat with tears of joy grinding quitting face rolling on the floor laughing we could also collect gold at the end of a rainbow.,Positive
phase out fossil fuel by 2100,Neutral
"people with the power to actually do something be screaming ""oh no, not the economy!"" face screaming in fear face with rolling eyes woody face skull and crossbones",Negative
"i’m sick of hearing about the climate. some area will have problem and other area will benefit from it. in either case, i will be dead before it happens.",Negative
it look like russia is start of making warming climate worse. and if there is world war three we will be killing ourselves both way,Negative
apocalypse never is a good book for anyone interested in the propaganda surrounding human caused global warming.,Neutral
"human overshoot is still being ignored, it's too personal.",Negative
defend the un.,Neutral
"we had better get a move on with those nuclear power stations, the next mini ice age started a few year ago, is speeding up rapidly. once large amount of cold water flood out of antarctica, the ocean's circulation will stop. the ice age can then happen almost overnight. no more gulf steam for europe. expect famine, war and disease. by 2030, or sooner, it will be here. nothing we can do except try and survive, get your weapon ready to protect your property and food. grow you own a much a you can if possible. there will be no electricity a the grid will be fried by plasma burst in a couple of year caused by the electromagnetic reversal of the planet.",Negative
